"","YEAR","PSP","SITE","LAYER","C_STOCKS","UTMX","UTMY","STAND_AGE","BASAL_AREA","DOM_HEIGHT","SPECIES_RICHNESS","SHANNON_INDEX","GAP_FRACTION","CANOPY_COVER","ELEVATION","SLOPE","ASPECT","CONDITION","LAYER_NUM","CON_NUM"
"52","2023",24,4,"FH",4.386346454,543250.7318,2278433.487,28,10.22625715,15.11,9,1.8843894,26.64,73.36,1958,3.878299952,109.0970001,"Managed","2","1"
"53","2023",34,3,"FH",6.679289178,542411,2278936,25,28.16477084,18.08,9,1.37510049,13.525,86.475,2013.140015,14.0394001,67.54000092,"Managed","2","1"
"54","2023",21,2,"L",1.766997889,543298.5617,2279494.387,25,22.74035952,21.78,5,1.13803857,17.79,82.21,1989.420044,15.71539974,300.7630005,"Managed","1","1"
"55","2023",27,2,"L",2.502254903,541708,2280230,38,36.0771861,30.33,10,1.73694566,13.78,86.22,2086.26001,2.898200035,245.7709961,"Managed","1","1"
"56","2023",26,4,"FH",1.374629693,541370,2280241,40,30.6397568,24.94,11,2.09523786,14.0775,85.9225,2083.51001,5.567299843,3.02940011,"Managed","2","1"
"57","2023",28,4,"FH",7.86710426,541242,2279766,37,27.72017657,24.66,9,1.91118996,15.8675,84.1325,2079.01001,7.851500034,206.4060059,"Managed","2","1"
"58","2023",10,4,"FH",5.73569441,542126.9331,2279554.739,29,32.01000171,24.84,7,1.30679265,14.5375,85.4625,2036.51001,14.70049953,296.2600098,"Managed","2","1"
"59","2023",18,4,"FH",5.859378332,542129.5111,2279062.262,24,31.76756893,19.38,6,1.05429215,13.1475,86.8525,2049.080078,6.019299984,183.4909973,"Managed","2","1"
"60","2023",3,2,"FH",5.328656669,543302.8827,2280494.972,27,29.2675484,23.96,6,1.07408786,16.07,83.93,2064.02002,0.958899975,263.3829956,"Managed","2","1"
"61","2023",37,3,"L",1.36940286,541670,2279206,19,31.54600811,16.6,6,0.88181491,12.7225,87.2775,2025.890015,2.892499924,103.6669998,"Managed","1","1"
"62","2023",16,1,"FH",4.58438332,542667.9689,2279327.447,14,18.66036528,16.39,9,1.6758903,12.235,87.765,2014.099976,11.94999981,36.4178009,"Managed","2","1"
"63","2023",40,1,"FH",3.810867282,541437.3336,2279544.103,15,24.43617945,14.89,5,0.46615636,15.7475,84.2525,2072.610107,6.476200104,196.197998,"Managed","2","1"
"64","2023",6,2,"FH",8.565149088,542171.788,2279869.487,35,24.09672251,24.37,5,1.14523845,20.8375,79.1625,2055.459961,3.346800089,189.7100067,"Managed","2","1"
"65","2023",39,1,"L",1.736870195,541978,2279702,17,19.55112854,17.82,7,1.24552035,17.695,82.305,2059.320068,10.0649004,137.3470001,"Managed","1","1"
"66","2023",37,4,"FH",3.159498002,541591,2279214,19,28.81311702,15.59,7,1.18110242,12.7,87.3,2034.930054,6.442500114,73.57900238,"Managed","2","1"
"67","2023",1,4,"L",0.953879846,541247.9859,2280434.179,39,31.99955591,24.26,11,2.06072669,13.3075,86.6925,2082.370117,4.873000145,139.2380066,"Managed","1","1"
"68","2023",40,4,"FH",8.006217437,541399.7451,2279528.64,15,34.51259441,16.36,3,0.11282728,14.55,85.45,2069.389893,6.970099926,196.2709961,"Managed","2","1"
"69","2023",29,4,"L",4.865552202,542008,2280320,36,18.77392208,25.09,4,1.32347574,12.5575,87.4425,2047.040039,14.00819969,38.46580124,"Managed","1","1"
"70","2023",23,3,"FH",4.270871231,542333.1686,2278414.794,90,38.3168864,24.61,9,1.80060003,13.985,86.015,1984.349976,4.73029995,133.2660065,"Unmanaged","2","2"
"71","2023",35,3,"FH",4.243799885,542114.9937,2278991.95,24,20.99642315,14.17,7,1.44231155,14.7575,85.2425,2043.140015,11.3100996,234.3339996,"Managed","2","1"
"72","2023",30,3,"FH",9.076437785,542177,2279873,35,24.09672251,24.37,5,1.14523845,26.03,73.97,2055.669922,3.064699888,176.548996,"Managed","2","1"
"73","2023",31,3,"L",0.856060219,542340.0747,2279660.078,30,29.22643281,25.79,6,1.30990154,17.6,82.4,2057.530029,5.89139986,288.9710083,"Managed","1","1"
"74","2023",25,4,"FH",7.033999644,541704,2278537,41,22.78911311,23.06,7,1.66977499,15.7,84.3,2021.199951,28.39970016,266.0650024,"Managed","2","1"
"75","2023",9,2,"FH",5.750452671,541929.2275,2279615.561,17,27.89636102,14.8,5,0.95266473,17.07,82.93,2055.469971,10.71549988,139.4109955,"Managed","2","1"
"76","2023",5,1,"L",2.319230978,541927.22,2279830.47,11,18.1317452,12.14,4,0.93076308,12.35,87.65,2068.51001,13.89039993,79.11380005,"Managed","1","1"
"77","2023",1,3,"FH",0.944076021,541334.7038,2280421.221,40,31.55301779,25.55,11,2.00239117,13.5975,86.4025,2079.23999,4.691500187,124.3570023,"Managed","2","1"
"78","2023",4,2,"L",0.899444208,541301.2313,2279491.618,12,16.42846791,14.35,8,1.84048233,19.8,80.2,2065.310059,2.971899986,185.6950073,"Managed","1","1"
"79","2023",41,4,"FH",3.267924827,541889,2278701,90,31.77925173,21.86,6,1.42201516,19.745,80.255,2042.060059,6.487800121,98.84860229,"Unmanaged","2","2"
"80","2023",18,3,"L",3.398047488,542206.5552,2279045.742,24,25.0636851,17.98,6,1.31257665,13.3275,86.6725,2043.23999,9.595899582,95.79329681,"Managed","1","1"
"81","2023",7,1,"L",3.045835046,542414.5745,2279821.951,30,31.57946214,27.78,7,1.31591813,12.0525,87.9475,2053.560059,4.227300167,3.143100023,"Managed","1","1"
"82","2023",15,3,"FH",6.112092568,542463.0325,2279278.016,27,16.87657683,21.94,5,1.12889121,15.805,84.195,2026.630005,15.3458004,227.6139984,"Managed","2","1"
"83","2023",13,2,"L",2.978689973,541931.7289,2279362.464,29,26.79105055,25.46,11,2.0043051,4.7225,95.2775,2020.839966,8.326899529,303.3120117,"Managed","1","1"
"84","2023",26,1,"FH",1.059145824,541414,2280251,40,26.42157176,28.55,11,1.61213959,19.33,80.67,2083.620117,3.347899914,334.9639893,"Managed","2","1"
"85","2023",26,2,"L",1.056526358,541416,2280298,40,27.86789033,27.67,9,2.0015593,15.8,84.2,2078.610107,11.91569996,336.3590088,"Managed","1","1"
"86","2023",27,3,"FH",2.305607644,541743,2280163,38,17.23982348,21.13,5,1.24685352,13.715,86.285,2089.610107,1.667999983,16.61179924,"Managed","2","1"
"87","2023",29,1,"L",3.28962693,542042,2280352,36,21.0106418,26.9,7,1.57408305,12.3925,87.6075,2039.839966,15.87119961,48.52640152,"Managed","1","1"
"88","2023",15,4,"FH",4.736530739,542380.7608,2279301.936,28,23.13040788,21.33,4,0.99765134,13.0175,86.9825,2039.449951,10.0642004,96.49639893,"Managed","2","1"
"89","2023",35,4,"L",2.2493328,542037.1376,2278999.725,24,27.75206374,20.57,7,1.55131835,15.5775,84.4225,2030.97998,12.22379971,237.4519959,"Managed","1","1"
"90","2023",38,3,"FH",6.38173504,541275,2279237,18,23.6931653,15.47,5,0.77806179,14.49,85.51,2056.25,2.958699942,91.7594986,"Managed","2","1"
"91","2023",19,2,"L",2.784129065,542437.1507,2279127.771,27,28.40439582,26.78,6,1.40885357,15.6825,84.3175,2013.689941,16.40559959,272.6659851,"Managed","1","1"
"92","2023",8,2,"L",1.829944813,542675.9772,2279871.524,90,18.30429325,19.45,7,1.29290073,13.94,86.06,2062.850098,1.511800051,327.427002,"Unmanaged","1","2"
"93","2023",2,2,"FH",3.30294966,542301.6097,2280497.313,31,36.42095487,25.89,6,1.51338093,15.4175,84.5825,2011.969971,12.0941,342.5559998,"Managed","2","1"
"94","2023",24,4,"L",2.044028977,543250.7318,2278433.487,28,10.22625715,15.11,9,1.8843894,26.64,73.36,1958,3.878299952,109.0970001,"Managed","1","1"
"95","2023",9,3,"L",1.914303732,541957.5235,2279549.56,10,15.24986015,10.95,5,0.94858712,10.23,89.77,2038.5,16.25469971,141.951004,"Managed","1","1"
"96","2023",26,3,"FH",1.010561428,541451,2280229,40,23.24953315,21.81,11,2.20636041,14.9575,85.0425,2084.389893,3.124700069,347.7349854,"Managed","2","1"
"97","2023",41,3,"FH",4.393196721,541968,2278692,90,30.91111187,22.66,10,1.93978769,17.9,82.1,2030.939941,10.24429989,90.69270325,"Unmanaged","2","2"
"98","2023",28,2,"FH",5.904509525,541282,2279830,37,25.257541,28.47,5,1.35059073,11.025,88.975,2091.870117,4.614099979,209.1860046,"Managed","2","1"
"99","2023",17,3,"L",2.323308337,541951.1904,2279034.927,24,28.87212006,20.73,8,1.74475039,13.1775,86.8225,2015.589966,27.5855999,204.7369995,"Managed","1","1"
"100","2023",39,1,"FH",6.372781213,541978,2279702,17,19.55112854,17.82,7,1.24552035,17.695,82.305,2059.320068,10.0649004,137.3470001,"Managed","2","1"
"101","2023",32,3,"FH",4.642160128,542529,2279168,27,18.99754457,20.68,6,1.3337991,20.6975,79.3025,2029.48999,5.213600159,237.7389984,"Managed","2","1"
"102","2023",31,3,"FH",2.889997217,542340.0747,2279660.078,30,29.22643281,25.79,6,1.30990154,17.6,82.4,2057.530029,5.89139986,288.9710083,"Managed","2","1"
"103","2023",1,2,"FH",2.639105675,541295.6542,2280497.82,39,26.2263689,23.77,11,2.08521538,16.52,83.48,2085,5.104199886,151.6560059,"Managed","2","1"
"104","2023",8,2,"FH",1.658939422,542675.9772,2279871.524,90,18.30429325,19.45,7,1.29290073,13.94,86.06,2062.850098,1.511800051,327.427002,"Unmanaged","2","2"
"105","2023",19,4,"L",3.260001313,542377.0004,2279055.464,25,37.20639231,21.59,10,1.51575427,13,87,2017.650024,9.107000351,131.6909943,"Managed","1","1"
"106","2023",22,1,"L",4.374158076,541294.9172,2278447.317,26,19.93922126,24.6,5,1.16838788,13.6825,86.3175,2016.310059,37.89820099,93.39379883,"Managed","1","1"
"107","2023",25,4,"L",2.601391638,541704,2278537,41,22.78911311,23.06,7,1.66977499,15.7,84.3,2021.199951,28.39970016,266.0650024,"Managed","1","1"
"108","2023",11,3,"L",4.250665113,542462.3496,2279550.707,28,30.32249521,24.64,7,1.3547025,15.45,84.55,2064.379883,2.051500082,277.0859985,"Managed","1","1"
"109","2023",7,4,"FH",7.656208347,542369.6994,2279808.891,30,32.98727264,27.58,6,1.267158,13.5775,86.4225,2054.52002,4.918499947,7.941599846,"Managed","2","1"
"110","2023",26,1,"L",1.112150903,541414,2280251,40,26.42157176,28.55,11,1.61213959,19.33,80.67,2083.620117,3.347899914,334.9639893,"Managed","1","1"
"111","2023",11,3,"FH",10.48210959,542462.3496,2279550.707,28,30.32249521,24.64,7,1.3547025,15.45,84.55,2064.379883,2.051500082,277.0859985,"Managed","2","1"
"112","2023",3,1,"FH",7.027868509,543295.194,2280445.815,27,25.4291505,25.37,6,1.19454262,15.9825,84.0175,2062.47998,0.69749999,209.0319977,"Managed","2","1"
"113","2023",6,1,"FH",9.516466089,542175.9553,2279827.775,35,17.66364004,23.4,8,1.39630253,22.6975,77.3025,2051.22998,7.194600105,187.6909943,"Managed","2","1"
"114","2023",10,1,"FH",6.018777146,542171.8052,2279569.349,29,30.6594271,25.51,5,1.05718492,13.2575,86.7425,2043.800049,11.36480045,307.79599,"Managed","2","1"
"115","2023",11,2,"L",3.368436123,542434.0504,2279617.149,28,31.91942566,24.61,4,0.90949305,13.9625,86.0375,2063.540039,1.437999964,295.8919983,"Managed","1","1"
"116","2023",34,1,"L",1.970397801,542381,2278960,25,30.44780549,20.07,8,1.40325199,13.315,86.685,2015.550049,7.591199875,356.928009,"Managed","1","1"
"117","2023",2,3,"L",2.629971494,542338.3535,2280428.015,32,24.08672832,23.18,9,1.95219169,18.72,81.28,2020.329956,9.30850029,325.0289917,"Managed","1","1"
"118","2023",29,3,"L",2.946963309,542087,2280316,36,30.60203805,26.78,5,1.21053676,12.635,87.365,2037.849976,13.15569973,58.92179871,"Managed","1","1"
"119","2023",14,3,"L",2.771373965,542199.9902,2279297.169,29,28.55666489,24.13,3,0.83002824,13.2275,86.7725,2053.840088,1.633000016,182.0119934,"Managed","1","1"
"120","2023",8,1,"L",1.893154622,542666.3953,2279828.559,25,25.20506462,23.84,6,1.04177604,13.2375,86.7625,2063.570068,1.925400019,333.6579895,"Managed","1","1"
"121","2023",6,3,"FH",8.44005106,542213.9402,2279804.407,30,29.86906522,24.41,7,1.57761133,13.145,86.855,2053.27002,11.64710045,220.4799957,"Managed","2","1"
"122","2023",7,4,"L",2.13006061,542369.6994,2279808.891,30,32.98727264,27.58,6,1.267158,13.5775,86.4225,2054.52002,4.918499947,7.941599846,"Managed","1","1"
"123","2023",1,1,"FH",1.16599792,541295.8786,2280448.462,39,41.21156166,32.51,12,1.90445645,14.1,85.9,2081.139893,4.063799858,153.576004,"Managed","2","1"
"124","2023",40,2,"FH",7.041928598,541443.0095,2279590.229,15,33.42075352,15.01,1,0,11.63,88.37,2078.709961,9.78069973,200.7449951,"Managed","2","1"
"125","2023",16,1,"L",1.647411151,542667.9689,2279327.447,14,18.66036528,16.39,9,1.6758903,12.235,87.765,2014.099976,11.94999981,36.4178009,"Managed","1","1"
"126","2023",10,3,"L",2.990103627,542209.6988,2279541.001,29,37.77238949,26.52,6,1.29155838,14.4625,85.5375,2050.629883,9.098400116,290.7030029,"Managed","1","1"
"127","2023",16,3,"FH",3.14613243,542706.7942,2279302.09,14,31.6109998,16.66,6,0.73434134,11.3725,88.6275,2012.72998,28.10370064,342.446991,"Managed","2","1"
"128","2023",9,1,"L",1.393864537,541919.7485,2279572.265,10,10.89944155,9.48,4,1.08167293,14.525,85.475,2048.959961,14.66790009,142.8739929,"Managed","1","1"
"129","2023",37,2,"FH",4.876376691,541637,2279286,19,26.47506523,16.72,5,0.83652765,13.9325,86.0675,2028.680054,4.854700089,149.1779938,"Managed","2","1"
"130","2023",18,3,"FH",4.855367262,542206.5552,2279045.742,24,25.0636851,17.98,6,1.31257665,13.3275,86.6725,2043.23999,9.595899582,95.79329681,"Managed","2","1"
"131","2023",38,3,"L",1.281112475,541275,2279237,18,23.6931653,15.47,5,0.77806179,14.49,85.51,2056.25,2.958699942,91.7594986,"Managed","1","1"
"132","2023",14,1,"L",2.701076303,542170.9654,2279320.449,29,26.79604568,25.05,6,1.1407264,13.955,86.045,2053.27002,1.983199954,244.3930054,"Managed","1","1"
"133","2023",22,2,"L",2.605413576,541296.2575,2278496.015,13,10.9153066,8.02,7,1.46686806,25.86,74.14,2033.880005,18.61910057,154.3849945,"Managed","1","1"
"134","2023",28,1,"FH",3.65733034,541280,2279785,37,20.4561507,27.32,7,1.43495391,15.4725,84.5275,2085.600098,10.70250034,211.5359955,"Managed","2","1"
"135","2023",23,1,"L",1.592100058,542297.5534,2278447.684,90,31.21486853,25.3,7,1.64335919,16.215,83.785,1988.300049,4.378900051,150.8769989,"Unmanaged","1","2"
"136","2023",4,4,"L",0.741579973,541251.7775,2279432.621,18,21.89908028,18.17,2,0.11690685,15.955,84.045,2061.75,2.394999981,174.7749939,"Managed","1","1"
"137","2023",10,4,"L",1.975773264,542126.9331,2279554.739,29,32.01000171,24.84,7,1.30679265,14.5375,85.4625,2036.51001,14.70049953,296.2600098,"Managed","1","1"
"138","2023",41,2,"L",1.522917031,541933,2278762,90,25.37236621,21.64,9,1.49216301,18.73,81.27,2038.579956,15.40030003,89.4489975,"Unmanaged","1","2"
"139","2023",4,4,"FH",1.572556092,541251.7775,2279432.621,18,21.89908028,18.17,2,0.11690685,15.955,84.045,2061.75,2.394999981,174.7749939,"Managed","2","1"
"140","2023",36,1,"FH",4.882774008,542515,2278749,22,22.76855924,18.52,6,0.96971647,13.9025,86.0975,2008.75,9.727999687,85.11470032,"Managed","2","1"
"141","2023",28,1,"L",1.29634729,541280,2279785,37,20.4561507,27.32,7,1.43495391,15.4725,84.5275,2085.600098,10.70250034,211.5359955,"Managed","1","1"
"142","2023",15,3,"L",1.1311344,542463.0325,2279278.016,27,16.87657683,21.94,5,1.12889121,15.805,84.195,2026.630005,15.3458004,227.6139984,"Managed","1","1"
"143","2023",23,1,"FH",4.670372033,542297.5534,2278447.684,90,31.21486853,25.3,7,1.64335919,16.215,83.785,1988.300049,4.378900051,150.8769989,"Unmanaged","2","2"
"144","2023",36,3,"L",1.941933424,542554,2278726,22,35.01181312,19.02,4,0.69632541,13.4675,86.5325,2001.900024,11.38759995,97.0707016,"Managed","1","1"
"145","2023",33,1,"L",2.594102278,542086.5368,2279206.138,26,23.88526584,23.08,7,1.13280758,13.265,86.735,2054.209961,2.330800056,329.4660034,"Managed","1","1"
"146","2023",25,2,"L",1.450831878,541753,2278593,41,18.32255375,18.65,5,1.20204456,20.1325,79.8675,2038.939941,4.15019989,283.375,"Managed","1","1"
"147","2023",16,4,"L",3.245152974,542627.491,2279305.654,14,20.74959116,16.68,9,1.68334111,12.245,87.755,2022.579956,17.32559967,24.35560036,"Managed","1","1"
"148","2023",27,4,"L",2.00314026,541668,2280161,38,30.61613595,28.84,7,1.56754555,16.4825,83.5175,2085.669922,1.716300011,217.7850037,"Managed","1","1"
"149","2023",23,2,"FH",2.961886798,542304.4293,2278490.088,90,29.58408349,20.65,11,1.69050534,11.7,88.3,1991.560059,6.904099941,170.2140045,"Unmanaged","2","2"
"150","2023",10,1,"L",3.108336936,542171.8052,2279569.349,29,30.6594271,25.51,5,1.05718492,13.2575,86.7425,2043.800049,11.36480045,307.79599,"Managed","1","1"
"151","2023",1,1,"L",0.759904366,541295.8786,2280448.462,39,41.21156166,32.51,12,1.90445645,14.1,85.9,2081.139893,4.063799858,153.576004,"Managed","1","1"
"152","2023",17,4,"FH",5.267351439,541875.6091,2279049.902,90,46.09509675,25.57,6,1.61922625,14.395,85.605,2026.819946,23.27280045,43.98920059,"Unmanaged","2","2"
"153","2023",41,1,"L",1.266342464,541926,2278717,90,33.0911926,23.16,8,1.70702168,20.35,79.65,2039.609985,8.347700119,113.4469986,"Unmanaged","1","2"
"154","2023",22,4,"L",3.308263074,541256.9193,2278432.505,26,23.73781519,14.52,7,1.64831718,21.68,78.32,2026.77002,18.3743,218.8939972,"Managed","1","1"
"155","2023",2,4,"FH",2.472132254,542258.4255,2280433.57,35,31.59456535,25.69,9,1.80849172,20.875,79.125,2016.150024,10.63549995,290.0299988,"Managed","2","1"
"156","2023",37,2,"L",1.491517452,541637,2279286,19,26.47506523,16.72,5,0.83652765,13.9325,86.0675,2028.680054,4.854700089,149.1779938,"Managed","1","1"
"157","2023",30,2,"FH",6.771390218,542146,2279941,35,20.93402228,22.36,7,1.69786712,20.8375,79.1625,2054.100098,8.336000443,73.92350006,"Managed","2","1"
"158","2023",2,2,"L",2.755547137,542301.6097,2280497.313,31,36.42095487,25.89,6,1.51338093,15.4175,84.5825,2011.969971,12.0941,342.5559998,"Managed","1","1"
