YEAR,PSP,SITE,LAYER,C_STOCKS,UTMX,UTMY,STAND_AGE,BASAL_AREA,DOM_HEIGHT,SPECIES_RICHNESS,SHANNON_INDEX,GAP_FRACTION,CANOPY_COVER,ELEVATION,SLOPE,ASPECT,CONDITION,LAYER_NUM,CON_NUM
2013,14,2,FH,25.99787176,542176.3857,2279361.521,19,29.50036005,20.2,3,0.619920564,3.553101,96.446899,2052.560059,8.315299988,305.0490112,Managed,2,1
2013,14,3,L,1.962487489,542199.9902,2279297.169,19,27.94397578,18.48,3,0.739231571,2.897438,97.102562,2053.840088,1.633000016,182.0119934,Managed,1,1
2013,14,3,FH,11.44065901,542199.9902,2279297.169,19,27.94397578,18.48,3,0.739231571,2.897438,97.102562,2053.840088,1.633000016,182.0119934,Managed,2,1
2013,14,4,L,1.7788216,542130.4734,2279304.079,19,26.49035243,19.44,6,1.205629495,3.005928,96.994072,2051.719971,5.463600159,317.3169861,Managed,1,1
2013,14,4,FH,14.20703591,542130.4734,2279304.079,19,26.49035243,19.44,6,1.205629495,3.005928,96.994072,2051.719971,5.463600159,317.3169861,Managed,2,1
2013,15,1,L,1.551293189,542423.0351,2279313.884,18,22.23765032,19.44,6,1.17958906,4.147461,95.852539,2030.400024,10.74380016,128.4089966,Managed,1,1
2013,15,1,FH,3.532888679,542423.0351,2279313.884,18,22.23765032,19.44,6,1.17958906,4.147461,95.852539,2030.400024,10.74380016,128.4089966,Managed,2,1
2013,15,2,L,1.649822254,542421.8508,2279370.766,18,18.92845195,16.4,5,0.888953263,5.824562,94.175438,2041.73999,13.54930019,197.9680023,Managed,1,1
2013,15,2,FH,4.485233252,542421.8508,2279370.766,18,18.92845195,16.4,5,0.888953263,5.824562,94.175438,2041.73999,13.54930019,197.9680023,Managed,2,1
2013,15,3,L,1.806346697,542463.0325,2279278.016,17,16.75442672,17.6,3,0.437494957,21.296295,78.703705,2026.630005,15.3458004,227.6139984,Managed,1,1
2013,15,3,FH,4.603823152,542463.0325,2279278.016,17,16.75442672,17.6,3,0.437494957,21.296295,78.703705,2026.630005,15.3458004,227.6139984,Managed,2,1
2013,15,4,L,1.644172703,542380.7608,2279301.936,18,23.39214202,15.65,3,0.587090257,9.071732,90.928268,2039.449951,10.0642004,96.49639893,Managed,1,1
2013,15,4,FH,6.645821367,542380.7608,2279301.936,18,23.39214202,15.65,3,0.587090257,9.071732,90.928268,2039.449951,10.0642004,96.49639893,Managed,2,1
2013,16,1,L,0.848091708,542667.9689,2279327.447,4,4.88997904,10.3,5,0.999067748,68.826071,31.173929,2014.099976,11.94999981,36.4178009,Managed,1,1
2013,16,1,FH,4.286179583,542667.9689,2279327.447,4,4.88997904,10.3,5,0.999067748,68.826071,31.173929,2014.099976,11.94999981,36.4178009,Managed,2,1
2013,16,2,L,2.875066515,542670.2685,2279365.966,80,29.8497436,22.756875,12,2.140337505,0.306282,99.693718,2007.920044,20.39279938,106.2460022,Unmanaged,1,2
2013,16,2,FH,11.32292987,542670.2685,2279365.966,80,29.8497436,22.756875,12,2.140337505,0.306282,99.693718,2007.920044,20.39279938,106.2460022,Unmanaged,2,2
2013,16,3,L,2.269870668,542706.7942,2279302.09,4,1.344814289,5.552,2,0.219032522,82.362394,17.637606,2012.72998,28.10370064,342.446991,Managed,1,1
2013,16,3,FH,5.299054964,542706.7942,2279302.09,4,1.344814289,5.552,2,0.219032522,82.362394,17.637606,2012.72998,28.10370064,342.446991,Managed,2,1
2013,16,4,L,2.202423654,542627.491,2279305.654,4,8.415093277,11.99,5,1.136615353,22.678185,77.321815,2022.579956,17.32559967,24.35560036,Managed,1,1
